Unnamed: 0,recipe_name,prep_time,cook_time,total_time,ingredients,directions,rating,cuisine_path,nutrition,img_src
21,"Awesome Sausage, Apple and Cranberry Stuffing",15 mins,15 mins,1 hrs 30 mins,"3 ¾ cups cubed white bread, 1 ½ cups cubed whole wheat bread, 1 pound ground turkey sausage, 1 cup chopped onion, ¾ cup chopped celery, 2 ½ teaspoons dried sage, 1 ½ teaspoons dried rosemary, ½ teaspoon dried thyme, 1  Golden Delicious apple, cored and chopped, ¾ cup dried cranberries, ⅓ cup minced fresh parsley, 1  cooked turkey liver, finely chopped, ¾ cup turkey stock, 4 tablespoons unsalted butter, melted","Preheat the oven to 350 degrees F (175 degrees C).
Spread white and whole wheat bread cubes in a single layer on a large baking sheet.
Bake in the preheated oven until evenly toasted, 5 to 7 minutes. Transfer toasted bread cubes to a large bowl.
Cook sausage and onions in a large skillet over medium heat, stirring and breaking up lumps, until evenly browned, 6 to 8 minutes. Add celery, sage, rosemary, and thyme; cook and stir until flavors blend, about 2 minutes.
Pour sausage mixture over bread in bowl. Mix in chopped apple, dried cranberries, parsley, and liver. Drizzle with turkey stock and melted butter; mix lightly.
Allow stuffing to cool completely before loosely stuffing a turkey.











Dotdash Meredith Food Studios
",4.8,/Side Dish/Stuffing and Dressing Recipes/Sausage Stuffing and Dressing Recipes/,"Total Fat 12g 15%, Saturated Fat 5g 25%, Cholesterol 80mg 27%, Sodium 548mg 24%, Total Carbohydrate 22g 8%, Dietary Fiber 2g 8%, Total Sugars 9g, Protein 13g, Vitamin C 9mg 44%, Calcium 47mg 4%, Iron 3mg 17%, Potassium 268mg 6%",https://www.allrecipes.com/thmb/A16n6yykk6y6ofEi8akwV-6V9Ck=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1x1-PASSANO_ALR0922_Faves_Stuffing_5279-7495521ab45c4b8880373657bedc0db5.jpg
22,Apple Hand Pies,25 mins,35 mins,1 hrs 15 mins,"2 tablespoons butter, 2 large green apples - peeled, cored, and cut into chunks, 2 tablespoons brown sugar, ¼ cup white sugar, ¼ teaspoon salt, 1 ½ teaspoons ground cinnamon, or to taste, 1 teaspoon water, or more if needed (Optional), 1 pound prepared pie dough, cut into 4 pieces, 1  egg, 2 teaspoons milk, 1 teaspoon white sugar, or as needed","Melt butter in a large skillet over medium heat; let butter brown to a light golden color and smell toasted, about 1 minute. Stir apples into hot butter; sprinkle with 1/4 cup white sugar, brown sugar, and salt. Cook and stir apple mixture until apples are softened, about 5 minutes. Mix in cinnamon and water; continue cooking until apples are soft and sticky, 1 to 2 more minutes. Spread apple filling onto a plate to cool.
Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with a silicone mat or parchment paper.
Form a dough piece into a ball, place on a floured work surface, and roll into a circle about 8 inches in diameter. Spoon 1/3 to 1/2 cup apple filling in the center. Fold dough over filling, leaving about 1 inch of dough on the bottom side visible below the top side. Gently press dough closed around filling, using your fingertips.
Fold the overhanging bottom part of dough up over the top edge, working your way around the crust, and pinch the overhang tightly to the top part of the crust.
Crimp the edge tightly closed, pinching a little bit of dough with the thumb and forefinger of one hand and using your index finger on the other hand to push a small notch into the pinched dough. Continue pinching and notching all the way around until crust is tightly crimped together. Repeat with remaining dough and filling. Transfer pies onto prepared baking sheet.
Whisk egg with milk in a small bowl until thoroughly combined. Brush top of each hand pie with egg mixture and sprinkle with about 1/4 teaspoon white sugar. Cut 3 small vent holes in the top of each pie.
Bake in the preheated oven until pies are golden brown and filling is bubbling, 25 to 30 minutes. Let cool for at least 15 minutes before serving.











Dotdash Meredith Food Studios
",4.7,/Desserts/Pies/Apple Pie Recipes/,"Total Fat 42g 54%, Saturated Fat 13g 64%, Cholesterol 62mg 21%, Sodium 754mg 33%, Total Carbohydrate 82g 30%, Dietary Fiber 6g 23%, Total Sugars 31g, Protein 9g, Vitamin C 5mg 27%, Calcium 38mg 3%, Iron 4mg 19%, Potassium 215mg 5%",https://www.allrecipes.com/thmb/euXNMeXiywj4v6L_dLhpSqwsN0g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/234374-apple-hand-pies-mfs-1-8458cf2b0e764a7ab31c2d6aa0e3e841.jpg
23,Amazing Apple Butter,10 mins,10 hrs 25 mins,10 hrs 40 mins,"10 pounds apples, quartered, 4 cups unsweetened apple juice, 1 cup white sugar, 1 tablespoon apple cider vinegar, 1 ½ teaspoons ground cinnamon, ½ teaspoon ground cloves, ½ teaspoon ground allspice, 6  half-pint canning jars with lids and rings","Combine apples and apple juice in a stockpot; bring to a boil. Reduce heat and cook at a simmer until apples are soft and mushy, 20 to 30 minutes.
Spoon apples into a food mill and process into puree while discarding the cores and peels remaining in the mill. Transfer process apples to a slow cooker.
Cook on High with the lid off until the moisture evaporates and the volume reduces by about half, overnight to 24 hours.
Stir sugar, apple cider vinegar, cinnamon, cloves, and allspice through the apple puree.
Continue cooking on High until mixture mounds on a chilled plate without any water separating from the edges, another 2 to 6 hours.
Sterilize the jars and lids in boiling water for at least 5 minutes. Pack the apple butter into the hot, sterilized jars, filling the jars to within 1/4 inch of the top. Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids, and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars into the boiling water using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars. Bring the water to a rolling boil, cover the pot, and process 5 to 10 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool. Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). Store in a cool, dark area.",4.9,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Fruit Butter Recipes/,"Total Fat 0g 0%, Sodium 2mg 0%, Total Carbohydrate 20g 7%, Dietary Fiber 2g 8%, Total Sugars 16g, Protein 0g, Vitamin C 5mg 23%, Calcium 8mg 1%, Iron 0mg 1%, Potassium 127mg 3%",https://www.allrecipes.com/thmb/x6vOON48-nGa1EFyDtv3yP_-yNE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4097964-91fe5b73052648c7a2dad2ee8283ad23.jpg
24,Easy Apple Cinnamon Muffins,20 mins,25 mins,45 mins,"1 ½ cups all-purpose flour, ¾ cup white sugar, 2 teaspoons baking powder, 1 teaspoon ground cinnamon, ½ teaspoon salt, 1  egg, ⅓ cup vegetable oil, ⅓ cup milk, 2  apples - peeled, cored and chopped","Preheat the oven to 400 degrees F (200 degrees C). Grease 6 large muffin cups or line with paper muffin liners.
Make muffins: Stir together flour, sugar, baking powder, cinnamon, and salt in a large bowl. Mix in egg, oil, and milk. Fold in chopped apples. Spoon batter into the prepared muffin cups, filling just below the rim.
Make topping: Place sugar, butter, flour, and cinnamon into a small bowl; mash mixture with a fork and sprinkle over unbaked muffins.
Bake in the preheated oven until a toothpick inserted into the center of a muffin comes out clean, 20 to 25 minutes.











Kelly McCulley
",4.1,/Bread/Quick Bread Recipes/Muffin Recipes/Apple Muffin Recipes/,"Total Fat 29g 37%, Saturated Fat 12g 61%, Cholesterol 73mg 24%, Sodium 441mg 19%, Total Carbohydrate 79g 29%, Dietary Fiber 3g 9%, Total Sugars 47g, Protein 6g, Vitamin C 2mg 11%, Calcium 110mg 8%, Iron 2mg 12%, Potassium 131mg 3%",https://www.allrecipes.com/thmb/KJ3htdTnxZsf9tSvbqILDsqeSaI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5907258-easy-apple-cinnamon-muffins-Kelly-McCulley-1x1-1-b3c6941ddef3499bafc0399c022ac08f.jpg
25,Debbie's Amazing Apple Bread,15 mins,1 hrs,1 hrs 15 mins,"2  eggs, 2 cups white sugar, ½ cup vegetable oil, 2 teaspoons vanilla extract, 2 cups apples, peeled and diced, 2 cups all-purpose flour, 1 ½ teaspoons salt, 1 teaspoon baking powder, ½ teaspoon ground cinnamon, or more to taste","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.
Beat eggs, sugar, vegetable oil, and vanilla extract in a mixing bowl; stir in apples.
Mix flour, salt, baking powder, and cinnamon in a separate bowl; add to apple mixture and stir just until evenly combined. Pour batter into the prepared loaf pan.
Bake in the preheated oven for 45 minutes. Cover loaf pan with aluminum foil; continue baking until a toothpick inserted into the center comes out clean, about 15 minutes more. Cool in the pan for 10 minutes before removing to cool completely on a wire rack.











Aaron Brown
",4.1,/Bread/Quick Bread Recipes/Fruit Bread Recipes/,"Total Fat 12g 16%, Saturated Fat 2g 11%, Cholesterol 37mg 12%, Sodium 412mg 18%, Total Carbohydrate 63g 23%, Dietary Fiber 1g 5%, Total Sugars 43g, Protein 4g, Vitamin C 1mg 6%, Calcium 39mg 3%, Iron 1mg 8%, Potassium 70mg 1%",https://www.allrecipes.com/thmb/scNfqqIpDtfCcaFQIjsvzmxCSV0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4580871_Debbies-Amazing-Apple-Bread-1x1-1-3f46182021ab4a889b86f7dac9c1c9fb.jpg
26,Mom's Apple Fritters,20 mins,15 mins,35 mins,"1 quart vegetable oil for deep-frying, 1 ½ cups all-purpose flour, 1 tablespoon white sugar, 2 teaspoons baking powder, ½ teaspoon salt, ⅔ cup milk, 2 large eggs, beaten, 1 tablespoon vegetable oil, 3 cups apples - peeled, cored and chopped, 1 cup cinnamon sugar","Heat oil in a deep fryer or electric skillet to 375 degrees F (190 degrees C).
Stir together flour, sugar, baking powder, and salt in a large bowl. Pour in milk, eggs, and oil; stir until well blended. Mix in apples until evenly distributed.
Working in small batches to prevent overcrowding, drop spoonfuls of batter into the deep fryer and fry in hot oil until golden all over, about 5 minutes. Use a slotted spoon to transfer fritters to a paper towel-lined plate. Toss warm fritters with cinnamon sugar in a bowl until well coated.











Dotdash Meredith Food Studios
",4.5,/Bread/Quick Bread Recipes/,"Total Fat 5g 6%, Saturated Fat 1g 4%, Cholesterol 16mg 5%, Sodium 98mg 4%, Total Carbohydrate 17g 6%, Dietary Fiber 1g 2%, Total Sugars 3g, Protein 2g, Vitamin C 1mg 4%, Calcium 35mg 3%, Iron 1mg 3%, Potassium 41mg 1%",https://www.allrecipes.com/thmb/cU_5TCv2LWEf-I2QJbXTsJUaGSI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/90295-moms-apple-fritters-ddmfs-1X1-5783-a6edf46cd33c4a00ad5a02432822e57d.jpg
27,Easy Apple Crisp with Pie Filling,10 mins,20 mins,30 mins,"1 (21 ounce) can apple pie filling, ½ teaspoon ground cinnamon, ½ teaspoon ground nutmeg, 1 cup margarine, ¼ cup brown sugar, 2 cups all-purpose flour","Preheat the oven to 350 degrees F (175 degrees C).
Spread pie filling in an 8x8-inch baking dish. Sprinkle with cinnamon and nutmeg.
Cream together margarine and sugar. Cut in flour with a pastry blender until the mixture resembles coarse crumbs. Sprinkle mixture over pie filling.
Bake in the preheated oven until the topping is brown and crisp and the filling is hot and bubbly, about 20 minutes.",3.5,/Desserts/Crisps and Crumbles Recipes/Apple Crisps and Crumbles Recipes/,"Total Fat 31g 39%, Saturated Fat 5g 27%, Sodium 398mg 17%, Total Carbohydrate 67g 25%, Dietary Fiber 2g 8%, Total Sugars 9g, Protein 5g, Vitamin C 1mg 6%, Calcium 31mg 2%, Iron 2mg 13%, Potassium 119mg 3%",https://www.allrecipes.com/thmb/bQ7QL-XFrgBwNMsa43zSyaX_xmM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7813774-acbbc3ca7c0f4caaa24f2d4c07b7b83f.jpg
28,Apple Strudel Muffins,20 mins,20 mins,45 mins,"2 cups all-purpose flour, 1 teaspoon baking powder, ½ teaspoon baking soda, ½ teaspoon salt, 1 cup white sugar, ½ cup butter, 2 large eggs, 1 ¼ teaspoons vanilla, 1 ½ cups chopped apples","Preheat the oven to 375 degrees F (190 degrees C). Grease a 12-cup muffin pan.
Mix flour, baking powder, baking soda, and salt in a medium bowl.
Beat together sugar, butter, and eggs in a large bowl until smooth. Mix in vanilla. Stir in apples, then gradually blend in flour mixture. Spoon batter into the prepared muffin pan.
Make topping: Mix brown sugar, flour, and cinnamon in a small bowl. Cut in butter until mixture resembles coarse crumbs. Sprinkle over each muffin top.
Bake in the preheated oven until a toothpick inserted in the center of a muffin comes out clean, about 20 minutes. Let sit 5 minutes before transferring muffins to a wire rack to cool.











Korona
",4.5,/Bread/Quick Bread Recipes/Muffin Recipes/Apple Muffin Recipes/,"Total Fat 10g 12%, Saturated Fat 6g 29%, Cholesterol 54mg 18%, Sodium 255mg 11%, Total Carbohydrate 41g 15%, Dietary Fiber 1g 4%, Total Sugars 24g, Protein 3g, Vitamin C 1mg 4%, Calcium 33mg 3%, Iron 1mg 7%, Potassium 63mg 1%",https://www.allrecipes.com/thmb/QTc6kTodu38CuuTDlcAz9XbueDA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1097944-apple-strudel-muffins-Korona-1x1-2-6710dec0aba7474a80c89f21a2059ebc.jpg
29,Delicious Cinnamon Baked Apples,15 mins,45 mins,1 hrs,"1 teaspoon butter, 2 tablespoons brown sugar, 3 teaspoons vanilla sugar, 3 teaspoons ground cinnamon, 1 teaspoon ground nutmeg, 6 large apples - peeled, cored, and sliced, 3 ½ tablespoons water","Preheat the oven to 350 degrees F (175 degrees C). Grease a large baking dish with butter.
Mix brown sugar, vanilla sugar, cinnamon, and nutmeg in a small bowl. Layer about 1/3 of the apples in the prepared baking dish; sprinkle with 1/3 of the sugar mixture. Repeat layers twice more.
Bake in preheated oven for 30 minutes. Pour water over apples and continue baking until tender, about 15 minutes more.",4.3,/Desserts/Fruit Desserts/Apple Dessert Recipes/,"Total Fat 1g 2%, Saturated Fat 1g 3%, Cholesterol 2mg 1%, Sodium 9mg 0%, Total Carbohydrate 37g 13%, Dietary Fiber 6g 21%, Total Sugars 27g, Protein 1g, Vitamin C 10mg 49%, Calcium 29mg 2%, Iron 0mg 2%, Potassium 240mg 5%",https://www.allrecipes.com/thmb/wYuZO3nEvxY6WgITCcHa78l2wlo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/228683-delicious-cinnamon-baked-apples-ddmfs-4X3-1428-9500d581c4ad4d74acc67e4f6c947326.jpg
30,Microwave Baked Apples,5 mins,5 mins,10 mins,"2  apples, 2 tablespoons brown sugar, 1 teaspoon ground cinnamon, 1 teaspoon ground nutmeg, 2 teaspoons butter","Core apples, leaving the bottom intact.
Mix brown sugar, cinnamon, and nutmeg together in a bowl. Spoon half of the sugar mixture into each apple and put 1 teaspoon butter on each top. Place apples in a deep, microwave-safe casserole dish and cover.
Microwave until tender, 3 1/2 to 4 minutes. Let apples sit for 2 minutes before serving.",4.2,/Desserts/Fruit Desserts/Apple Dessert Recipes/,"Total Fat 5g 7%, Saturated Fat 3g 15%, Cholesterol 11mg 4%, Sodium 33mg 1%, Total Carbohydrate 38g 14%, Dietary Fiber 5g 18%, Total Sugars 32g, Protein 1g, Vitamin C 7mg 35%, Calcium 37mg 3%, Iron 1mg 3%, Potassium 183mg 4%",https://www.allrecipes.com/thmb/E47Pybnx85qaH0SwzBWxDfI-1bA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/204943-6414e6797a9649cf95f42f2a8d9bdf8f.jpg
31,German Apple Pancake,15 mins,30 mins,1 hrs 15 mins,"4  eggs, ½ cup unbleached all-purpose flour, 1 tablespoon sugar, ½ teaspoon baking powder, 1 pinch salt, 1 cup milk, 1 teaspoon vanilla extract, 2 tablespoons unsalted butter, melted, ½ teaspoon ground nutmeg, ¼ cup unsalted butter, ½ cup white sugar, divided, ½ teaspoon ground cinnamon, ½ teaspoon ground nutmeg, 1 large tart apple - peeled, cored and sliced","Combine eggs, flour, 1 tablespoon sugar, baking powder, and salt in a large bowl; gradually mix in milk, stirring constantly. Add vanilla, melted butter, and 1/2 teaspoon nutmeg. Let batter stand for 30 minutes or overnight.
Preheat the oven to 425 degrees F (220 degrees C).
Melt butter in a 10-inch oven-proof skillet, brushing butter up on the sides of the pan. Combine 1/4 cup sugar, cinnamon, and 1/2 teaspoon nutmeg in a small bowl; sprinkle sugar mixture over the butter. Line the pan with apple slices. Sprinkle the remaining 1/4 cup sugar over apples. Place pan over medium-high heat until the mixture bubbles, then gently pour batter mixture over apples.
Bake in the preheated oven for 15 minutes. Reduce heat to 375 degrees F (190 degrees C) and bake for 10 minutes more. Slide pancake onto a serving platter and cut into wedges.",4.4,/Breakfast and Brunch/Pancake Recipes/Baked Pancake Recipes/,"Total Fat 24g 31%, Saturated Fat 14g 68%, Cholesterol 237mg 79%, Sodium 182mg 8%, Total Carbohydrate 52g 19%, Dietary Fiber 2g 7%, Total Sugars 37g, Protein 10g, Vitamin C 3mg 13%, Calcium 138mg 11%, Iron 2mg 10%, Potassium 243mg 5%",https://www.allrecipes.com/thmb/wRdvoz3Rp6vDkHunWedNx9u8bRA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4089249-9dbaba86e56f4b08a91163b789e22594.jpg
32,Apple Cinnamon Oatmeal Muffins,20 mins,15 mins,35 mins,"¼ cup quick-cooking oats, 1 tablespoon brown sugar, 1 tablespoon melted butter, ¼ teaspoon ground cinnamon","Preheat the oven to 400 degrees F (200 degrees C). Grease a 12-cup muffin pan or line with paper liners.
Make topping: Mix oats, brown sugar, melted butter, and cinnamon in a small bowl; set aside.
Make muffins: Whisk together oats, flour, brown sugar, cinnamon, baking powder, baking soda, and salt in a large bowl. Whisk together applesauce, milk, oil, egg, and vanilla extract in a medium bowl. Stir applesauce mixture into flour mixture until all ingredients are moistened. Fold in chopped apple.
Spoon batter into the prepared muffin cups about 2/3 full; sprinkle oat topping mixture evenly over each muffin.
Bake in the preheated oven until a toothpick inserted near the center comes out clean, about 15 minutes.",4.6,/Bread/Quick Bread Recipes/Muffin Recipes/Apple Muffin Recipes/,"Total Fat 7g 9%, Saturated Fat 2g 9%, Cholesterol 19mg 6%, Sodium 210mg 9%, Total Carbohydrate 30g 11%, Dietary Fiber 2g 8%, Total Sugars 10g, Protein 4g, Vitamin C 1mg 4%, Calcium 56mg 4%, Iron 1mg 8%, Potassium 111mg 2%",https://www.allrecipes.com/thmb/Z1fCttQsnpzd8a0Pv21ski6EZZg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Apple-Cinnamon-Oatmeal-Muffins-Robin-Brown-4x3-1-2000-ee969d1002f44d88a1dadbb4cefc2111.jpg
